Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
"Ðý?ng Quang Trung, Phý?ng 10, G? V?p, H? Chí Minh",42,,3,,,3,2,2,Have certificate,Full,4.33
"Ph? Ngh?a D?ng, Phý?ng Phuìc Xaì, Ba Ð?nh, Hà N?i",33,,,,,4,,,Have certificate,,4.7
"Ðý?ng C?u Ðõ, Phý?ng V?n Phúc, Hà Ðông, Hà N?i",35,4,3,Tây - Nam,,4,4,4,Have certificate,Basic,7.6
"Ðý?ng  Phan Ðãng Lýu, Phý?ng 1, Phú Nhu?n, H? Chí Minh",61,,,,,2,2,2,Have certificate,Full,6.4
"Ðý?ng Nguy?n Ki?m, Phý?ng 3, G? V?p, H? Chí Minh",54,,,,,4,4,4,Have certificate,Full,6
"Ðý?ng Nguy?n Thái Sõn, Phý?ng 4, G? V?p, H? Chí Minh",61,,,,,1,4,3,Have certificate,Full,5
"Ðý?ng Lam Sõn, Phý?ng 5, Phú Nhu?n, H? Chí Minh.",81,,4,,,2,6,3,Have certificate,Full,6.5
"Ðý?ng S? 12, Phý?ng B?nh Hýng H?a A, B?nh Tân, H? Chí Minh",80,4,8,Tây,Tây,1,4,2,Have certificate,,6.2
"Ðý?ng L?c Long Quân, Phý?ng Ngh?a Ðô, C?u Gi?y, Hà N?i",40,4,6,,,5,4,3,Have certificate,Basic,7
"Ðý?ng Cách M?ng Tháng Tám, Phý?ng 4, Tân B?nh, H? Chí Minh",45,3.3,8,,,2,3,2,Have certificate,,5.8
"Ðý?ng Nam Dý, Phý?ng L?nh Nam, Hoàng Mai, Hà N?i",35,4,6,,,5,3,3,Have certificate,Full,4.85
"Ðý?ng Ðông Thiên, Phý?ng V?nh Hýng, Hoàng Mai, Hà N?i",23,3,3,Ðông,Ðông,5,3,4,Have certificate,Full,3.5
"Ðý?ng Ngô Tr?ng Thiên, Phý?ng H?i C?ng, Quy Nhõn, B?nh Ð?nh",50,15,,Tây - B?c,Tây - B?c,,1,1,Have certificate,Full,3.6
"Ph? V?n Ki?p, Phý?ng Thý?ng L?, H?ng Bàng, H?i Ph?ng",30,,,,,,2,2,Have certificate,Full,1.45
"Ðý?ng T? Thanh Oai, X? T? Thanh Oai, Thanh Tr?, Hà N?i",36,,3,,,5,4,,Have certificate,,2.85
"Ðý?ng Ð?i T?, X? Kim Chung, Hoài Ð?c, Hà N?i",32,3.9,2.6,,,5,3,4,Have certificate,Basic,3.65
"Ðý?ng B?i L?i, Phý?ng Ninh Sõn, Tây Ninh, Tây Ninh",195,6.5,,Ðông,Ðông,,2,1,Have certificate,Basic,1.75
"Ðý?ng Lê Sát, Phý?ng Tân Qu?, Tân Phú, H? Chí Minh",56,12,12,Tây,Tây,4,5,6,Have certificate,,7.3
"Ðý?ng Nam Dý, Phý?ng L?nh Nam, Hoàng Mai, Hà N?i",32,3.5,2,Ðông,,4,3,3,Have certificate,Full,4.25
"D? án Lavila Ki?n Á - Nhà Bè, Ðý?ng Nguy?n H?u Th?, X? Phý?c Ki?n, Nhà Bè, H? Chí Minh",96.8,5.5,,,,3,,,,,9.5
"Ðý?ng Phan Ð?nh Giót, Phý?ng La Khê, Hà Ðông, Hà N?i",50,,3,,,3,3,3,Have certificate,,7.35
"Ðý?ng 27, Phý?ng Hi?p B?nh Chánh, Th? Ð?c, H? Chí Minh",70,4.6,12,Tây - Nam,,2,2,2,Have certificate,,8.5
"Ðý?ng Nguy?n Ð?c Thu?n, X? Ð?ng Xá, Gia Lâm, Hà N?i",80,4,,,,4,9,9,Have certificate,,9.9
"Phý?ng Linh Xuân, Th? Ð?c, H? Chí Minh",59,,,,,2,,,,,4.4
"Ðý?ng L? Chiêu Hoàng, Phý?ng 10, Qu?n 6, H? Chí Minh",30.4,3.5,12,Nam,Nam,3,5,3,Have certificate,Full,6.2
"Ðý?ng Khýõng Ð?nh, Phý?ng Khýõng Ð?nh, Thanh Xuân, Hà N?i",30,,,,,4,3,4,,,4.8
"Ðý?ng C? Linh, Phý?ng Th?ch Bàn, Long Biên, Hà N?i",30,,,,,5,3,3,Have certificate,Full,4.7
"Ðý?ng Hýõng l? 2, Phý?ng B?nh Tr? Ðông A, B?nh Tân, H? Chí Minh",68,,4,,,3,3,4,Have certificate,Full,5.5
"Ðý?ng  Th?ch Lam, Phý?ng Phú Th?nh, Tân Phú, H? Chí Minh",78.4,,,,,2,2,2,,,7.9
"Ðý?ng Lê Ð?i Hành, Phý?ng 11, Qu?n 11, H? Chí Minh",20,,4,Ðông,Ðông,2,2,2,Have certificate,Full,3.8
"Ðý?ng B?nh Long, Phý?ng Tân Qu?, Tân Phú, H? Chí Minh",113,,,,,,1,1,Have certificate,Full,10
"Ðý?ng Ð?ng Th? Nhu, Phý?ng Phú Th?y, Phan Thi?t, B?nh Thu?n",95,6.7,,Tây - Nam,,,2,,Have certificate,,4.1
"Ðý?ng Tr?nh Ð?nh Tr?ng, Phý?ng H?a Th?nh, Tân Phú, H? Chí Minh",65,,,,,1,2,2,Have certificate,,9.2
"Ðý?ng Ð?i C?n, Phý?ng Ð?i C?n, Ba Ð?nh, Hà N?i",48,4.2,4,,,4,4,3,Have certificate,Full,9.7
"Ðý?ng Thanh Lýõng 19, Phý?ng H?a Xuân, C?m L?, Ðà N?ng",100,5,7,Tây - B?c,Tây - B?c,1,3,2,Have certificate,Basic,4.39
"Ðý?ng Dýõng Khuê, Phý?ng Hi?p Tân, Tân Phú, H? Chí Minh",80,,13,,,,1,1,Have certificate,Full,8
"Ðý?ng Lê Lâm, Phý?ng Phú Th?nh, Tân Phú, H? Chí Minh",80,,13,,,,1,1,Have certificate,Full,8
"Ðý?ng Tô Hi?u, Phý?ng Hi?p Tân, Tân Phú, H? Chí Minh",76,4.2,,,,,2,2,Have certificate,Full,8.9
"Ðý?ng Ð? Bí, Phý?ng Phú Th?nh, Tân Phú, H? Chí Minh",75.6,,13,,,,1,1,Have certificate,Full,7.5
"Ðý?ng Lê Sao, Phý?ng Phú Th?nh, Tân Phú, H? Chí Minh",81,4.5,13,,,3,3,3,Have certificate,,8.5
"Ðý?ng B?nh Long, Phý?ng Phú Th? H?a, Tân Phú, H? Chí Minh",103.5,,16,,,,1,1,Have certificate,Full,8
"Ðý?ng Tr?n Th? Ð?, Phý?ng Phú Th?nh, Tân Phú, H? Chí Minh",75.6,,13,,,,1,1,Have certificate,Full,7.5
"Ðý?ng L? Thái T?, Phý?ng 9, Qu?n 10, H? Chí Minh",60,,6,,,,,,Have certificate,Full,8.8
"D? án VCI Mountain View, Ðý?ng Tr?n Phú, X? Ð?nh Trung, V?nh Yên, V?nh Phúc",113,6,13.5,Ðông - B?c,Ðông - B?c,4,,,Sale contract,,4.25
"Ðý?ng Ð?i C?n, Phý?ng LiêÞu Giai, Ba Ð?nh, Hà N?i",36,,2.2,,,4,4,3,Have certificate,Basic,6.3
"Ðý?ng L?c Long Quân, Phý?ng Bý?i, Tây H?, Hà N?i",40,,,,,5,6,,Have certificate,,8.8
"Ðý?ng Mi?u Ð?m, Phý?ng M? Tr?, Nam T? Liêm, Hà N?i.",30,,,,,5,4,4,Have certificate,,7.1
"Ðý?ng Nguy?n Vãn C?, Phý?ng B? Ð?, Long Biên, Hà N?i",45,,,,,6,4,5,Have certificate,Full,8.95
"D? án Golden Point Ð?ng H?a, Ðý?ng Bùi Vi?n, Phý?ng Ð?ng H?a, Ki?n An, H?i Ph?ng",75,5,50,Ðông - Nam,Tây - Nam,4,8,5,Sale contract,Basic,6
"Ðý?ng Qu?c L? 13, Phý?ng Hi?p B?nh Chánh, Th? Ð?c, H? Chí Minh",56,4,6,Tây - B?c,Ðông - Nam,4,4,6,Have certificate,Full,7.45
"H?m 100/, Ðý?ng Tr?n Hýng Ð?o, Phý?ng Ph?m Ng? L?o, Qu?n 1, H? Chí Minh",33.9,5.9,4,,,3,7,5,,,7.6
"X? Ð?i Thành, Qu?c Oai, Hà N?i",50,,,,,4,,,,,2.8
"Tr?n Xuân So?n, Tân Hýng, Qu?n 7, H? Chí Minh",15,3,4,,,3,4,2,Have certificate,,2.3
"Ðý?ng Trýõng Phý?c Phan, Phý?ng B?nh Tr? Ðông, B?nh Tân, H? Chí Minh",36.8,4,5,,,3,4,3,Have certificate,Basic,4.6
"Ðý?ng Gi?i Phóng, Phý?ng Giáp Bát, Hoàng Mai, Hà N?i",35,4.8,3,,,4,5,4,Have certificate,Full,7.8
"Ðý?ng Trýõng Phý?c Phan, Phý?ng B?nh Tr? Ðông, B?nh Tân, H? Chí Minh",32,,4.5,Nam,,3,4,3,,,4.5
"Ng? 565, Ðý?ng L?c Long Quân, Phý?ng Th?y Khuê, Tây H?, Hà N?i",55,,,,,5,,,,,9.9
"Ðý?ng 4, Phý?ng Linh Tây, Th? Ð?c, H? Chí Minh",165,,,,,2,4,5,Have certificate,Basic,6.9
"Ng? 269, Ðý?ng L?c Long Quân, Phý?ng Th?y Khuê, Tây H?, Hà N?i",40,,,,,3,3,3,,,4.7
"Ðý?ng Nguy?n Xi?n, Phý?ng Long Th?nh M?, Qu?n 9, H? Chí Minh",65,6,8,,,3,4,3,Have certificate,Basic,3.79
"Ðý?ng Lào Cai, Phý?ng Chánh Ngh?a, Th? D?u M?t, B?nh Dýõng",154,,,B?c,,,,,Have certificate,,3.5
"Phý?ng Linh Tây, Th? Ð?c, H? Chí Minh",162,6.2,,,,2,4,2,Have certificate,,6
"Ðý?ng Trýõng Ð?nh, Phý?ng Trýõng Ð?nh, Hai Bà Trýng, Hà N?i",30,3,3,Ðông - B?c,Ðông - B?c,5,3,4,Have certificate,Full,3.95
"D? án Orchid Park, Ðý?ng Nguy?n Lýõng B?ng, X? Phú Xuân, Nhà Bè, H? Chí Minh",52,,,,,,,1,Have certificate,Basic,2.4
"Ðý?ng L?c Long Quân, Phý?ng Ngh?a Ðô, C?u Gi?y, Hà N?i",35,,3,Tây,Ðông,4,4,3,Have certificate,Basic,6.25
"Ðý?ng Minh Khai, Phý?ng ViÞnh Tuy, Hai Bà Trýng, Hà N?i",26,3.4,,,,5,2,4,Have certificate,Basic,8.65
"Ðý?ng Âu Cõ, Phý?ng Phú Trung, Tân Phú, H? Chí Minh",102,6,,,,5,8,7,,,9.8
"Ðý?ng L? Ph?c Man, Phý?ng Phú Thu?n, Qu?n 7, H? Chí Minh",70,4,5,Ðông,Ðông,3,4,4,Have certificate,Full,9.5
"Ðý?ng S? 5, Phý?ng Tân Phú, Qu?n 7, H? Chí Minh",40,4,8,Nam,Nam,5,6,7,Have certificate,Full,8.2
"Ðý?ng Ph?m Ng? L?o, Phý?ng 3, G? V?p, H? Chí Minh",72,6,5,,,3,4,4,Have certificate,,8.2
"Ðý?ng Tô Ng?c Vân, Phý?ng 15, G? V?p, H? Chí Minh",81,5,10,,,4,5,5,,,7.5
"Ðý?ng Tr?n Vãn Hoàng, Phý?ng 9, Tân B?nh, H? Chí Minh",60,,6,,,5,5,5,Have certificate,Full,8
"Phý?ng Hi?p B?nh Phý?c, Th? Ð?c, H? Chí Minh",52,4,20,Ðông - Nam,,3,3,2,Have certificate,,4.9
"Ðý?ng Tr?n Quang Kh?i, Phý?ng Tân Ð?nh, Qu?n 1, H? Chí Minh",20,4,5,,,2,2,2,Have certificate,Full,3.2
"Ðý?ng Th?ng Nh?t, Phý?ng 16, G? V?p, H? Chí Minh",46,3.5,6,Ðông - Nam,,2,2,3,Have certificate,Full,4.25
"Ðý?ng Chu Vãn An, Phý?ng 3, B?nh Th?nh, H? Chí Minh",47,4.5,4,,,1,1,1,Have certificate,Basic,6
"Ðý?ng Ph?m Vãn Chiêu, Phý?ng 8, G? V?p, H? Chí Minh",41,3.7,2,,,2,2,2,Have certificate,Full,3.55
"D? án Hoàng Huy Mall, Ðý?ng V? Nguyên Giáp, Phý?ng V?nh Ni?m, Lê Chân, H?i Ph?ng",65,5.5,7,,,4,,,,,8
"D? án SaPa City Clouds , Ðý?ng Ði?n Biên Ph?, Phý?ng Phan Si Pãng, Sa Pa, Lào Cai",100,,,,,4,,,Have certificate,Basic,5.9
"Ðý?ng Ái M?, Phý?ng B? Ð?, Long Biên, Hà N?i",30,4,15,Ðông - B?c,,5,3,4,Have certificate,Basic,7.7
"Ðý?ng L? Ph?c Man, Phý?ng B?nh Thu?n, Qu?n 7, H? Chí Minh",66,,,Tây - B?c,,2,4,3,Have certificate,,8.8
"Ðý?ng Phúc Di?n, Phý?ng C?u Di?n, Nam T? Liêm, Hà N?i.",81,33,3,,,4,4,4,Have certificate,Full,9.5
"Phý?ng Quang Trung, Sõn Tây, Hà N?i",86,,6,Tây - Nam,,5,5,7,Have certificate,Full,5.1
"H?m 275/, Ðý?ng Ð?ng Nguyên C?n, Phý?ng 14, Qu?n 6, H? Chí Minh",32,4.8,3,Tây - B?c,,1,2,1,Have certificate,,4.3
"Ðý?ng Hu?nh T?n Phát, Th? tr?n Nhà Bè, Nhà Bè, H? Chí Minh",68,4,4,B?c,Ðông - B?c,3,3,3,Have certificate,Full,5.5
"Ðý?ng Ð?ng L?, Phý?ng V?nh H?i, Nha Trang, Khánh H?a",76.8,,,,,,,,,,2.55
"Ðý?ng M? Tr? Thý?ng, Phý?ng M? Tr?, Nam T? Liêm, Hà N?i.",64,,,,,3,2,2,Have certificate,,9.5
"SN 4 ng? 84, Ðý?ng L?nh Nam, Phý?ng L?nh Nam, Hoàng Mai, Hà N?i",86,4.55,8,Ðông - Nam,Ðông - Nam,5,6,6,Have certificate,Basic,8
"Ðý?ng Quang Trung, Phý?ng Quang Trung, Hà Ðông, Hà N?i",30,,,,,5,3,,,,4
"Ðý?ng Nguy?n Vãn Linh, Phý?ng Th?ch Bàn, Long Biên, Hà N?i",56,3.8,8,,,4,4,4,Have certificate,Full,8.5
"Ng? 81, Ðý?ng Ph? Tr?m, Phý?ng Long Biên, Long Biên, Hà N?i",40,3.6,2.5,,,4,4,3,Have certificate,Basic,6.35
"Ðý?ng Lê Tr?ng T?n, X? An Khánh, Hoài Ð?c, Hà N?i",60,4,13,Ðông - B?c,Ðông - B?c,,,,Have certificate,,9
"D? án The Ori Garden, Ðý?ng Mê Linh, Phý?ng H?a Hi?p Nam, Liên Chi?u, Ðà N?ng",48,,,,,,,,Have certificate,Basic,2.1
"Ðý?ng Nguy?n Th? T?n, Phý?ng Hóa An, Biên H?a, Ð?ng Nai",60,4,5,,,1,2,2,Have certificate,Full,1.3
"350/56/6, Ðý?ng Nguy?n Vãn Lý?ng, Phý?ng 16, G? V?p, H? Chí Minh",53.4,,,Tây - B?c,,,2,2,Have certificate,,5.45
"Ðý?ng Nguy?n H?u C?nh, Phý?ng 22, B?nh Th?nh, H? Chí Minh",80,,3,,,4,9,9,Have certificate,Basic,8.4
"Ðý?ng Ð?i l? Thãng Long, X? An Khánh, Hoài Ð?c, Hà N?i",30,,,,,3,4,,Have certificate,,3
"Ðý?ng Ð?ng Ðen, Phý?ng 14, Tân B?nh, H? Chí Minh",75,,,,,5,5,6,Have certificate,,7.7
"Ðý?ng C?u Gi?y, Phý?ng Quan Hoa, C?u Gi?y, Hà N?i",40,,,,,,9,9,Have certificate,Full,6.95
"Ðý?ng C?u Gi?y, Phý?ng D?ch V?ng, C?u Gi?y, Hà N?i",41,,,,,5,3,3,Have certificate,Full,8.15
"Ðý?ng Nguy?n Vãn Ð?u, Phý?ng 11, B?nh Th?nh, H? Chí Minh",40,4,5,,,2,2,2,Have certificate,Full,5.8
"Ðý?ng 27, Phý?ng Hi?p B?nh Chánh, Th? Ð?c, H? Chí Minh",71.6,,,,,3,4,4,,,7.8
"Ðý?ng S? 12, Phý?ng Tam B?nh, Th? Ð?c, H? Chí Minh",60,4,,,,3,3,4,Have certificate,,5.2
"Ðý?ng D?ch V?ng, Phý?ng D?ch V?ng, C?u Gi?y, Hà N?i",36,3.5,,,,5,6,,Have certificate,Basic,7.85
"Ðý?ng Quang Trung, Phý?ng Quang Trung, Hà Ðông, Hà N?i",30,4,3,Ðông,,5,3,,,Full,4
"Ðý?ng  Tr?n Xuân So?n, Phý?ng Tân Hýng, Qu?n 7, H? Chí Minh",88.7,4.6,6,,,4,3,4,Have certificate,Full,7.9
"Ðý?ng Duy Tân, Phý?ng 15, Phú Nhu?n, H? Chí Minh",40,4,6,,,2,3,2,Have certificate,Full,5.45
"D? án The Emerald 68, Ðý?ng V?nh Phú 10, Phý?ng V?nh Phú, Thu?n An, B?nh Dýõng",48,,,Ðông - B?c,Tây - Nam,,1,1,Sale contract,Basic,2.4
"Ðý?ng Trýõng Vãn Bang, Th? tr?n C?n Giu?c, C?n Giu?c, Long An",98,,,,,,3,,,,4.4
"Ðý?ng Lâm Tiên, Th? tr?n Ðông Anh, Ðông Anh, Hà N?i",63,5.5,8,Ðông,Ðông,,,,Have certificate,,2.4
"Ðý?ng Nguy?n Du, Phý?ng B?nh H?a, Thu?n An, B?nh Dýõng",151,5,22,B?c,,,6,6,Have certificate,,8.6
"Ðý?ng Tr?n Hýng Ð?o, Phý?ng Ðông H?a, D? An, B?nh Dýõng",113,5,18,Tây - Nam,,1,1,1,Have certificate,,7.6
"Ðý?ng Trýõng Ð?nh, Phý?ng Baòch Mai, Hai Bà Trýng, Hà N?i",32,,,,,4,4,,Have certificate,Full,4.05
"D? án T?n Ð?c Central Park, Ðý?ng 47, Phý?ng Ð?ng Ti?n, Ph? Yên, Thái Nguyên.",100,24,24,Ðông - Nam,,4,5,5,Have certificate,,3.4
"Ðý?ng Ð?c Thý?ng, Thôn Xao Xá, X? Ð?c Thý?ng, Hoài Ð?c, Hà N?i.",49,4,3.5,Tây - B?c,Tây - B?c,3,3,2,Have certificate,Full,3.6
"1/, Ðý?ng Lô Tý, Phý?ng B?nh Hýng H?a A, B?nh Tân, H? Chí Minh",53.2,4,6,Ðông - Nam,,2,2,2,,,4.1
"Ðý?ng Qu?c L? 50, X? Trý?ng B?nh, C?n Giu?c, Long An",130,,,,,3,,,,,5.2
"Ðý?ng Tân Sõn Nh?, Phý?ng Tân Sõn Nh?, Tân Phú, H? Chí Minh",54,,7,,,3,,,Have certificate,,9
"Ðý?ng  Th?ch Lam, Phý?ng Phú Th?nh, Tân Phú, H? Chí Minh",50,,5,,,4,,,Have certificate,Full,7.8
"Ðý?ng H?a Minh 3, Phý?ng H?a Minh, Liên Chi?u, Ðà N?ng",72,,5.5,Tây - Nam,,1,3,2,Have certificate,Full,3.35
"D? án KÐT Vãn Quán, Ðý?ng Nguy?n Khuy?n, Phý?ng Phúc La, Hà Ðông, Hà N?i",100,5,15,,,5,6,6,Have certificate,,10
"Ðý?ng Nguy?n Sõn, Phý?ng Phú Th?nh, Tân Phú, H? Chí Minh",44,,3,,,2,,,Have certificate,,3.95
"Ðý?ng Ð?c L?p, Phý?ng Tân Qu?, Tân Phú, H? Chí Minh",74,,5,,,,,,Have certificate,,6.4
"Ðý?ng Dýõng Vãn Dýõng, Phý?ng Tân Qu?, Tân Phú, H? Chí Minh",48,,5,,,,,,Have certificate,,5.2
"Ng? 351, Ðý?ng Âu Cõ, Phý?ng Nh?t Tân, Tây H?, Hà N?i",56,4.8,,Tây - B?c,,6,4,4,Have certificate,,5.35
"Thôn Thý?ng, Ðý?ng Hà Huy T?p, X? Dýõng Hà, Gia Lâm, Hà N?i",56,5,2.6,,,1,2,1,Have certificate,,3.2
"X? Yên Thý?ng, Gia Lâm, Hà N?i",70,4,20,,,3,3,3,Have certificate,Full,5.5
"Ðý?ng S? 5, Phý?ng Tân Ðông Hi?p, D? An, B?nh Dýõng",125,5,25,Ðông - B?c,,,2,1,Have certificate,,6.7
"Ðý?ng Khýõng Trung, Phý?ng Khýõng Trung, Thanh Xuân, Hà N?i",40,,,,,5,,,Have certificate,,5
"Phý?ng Khýõng Ð?nh, Thanh Xuân, Hà N?i",30,4.2,,Ðông,Ðông,5,3,3,Have certificate,Full,5
"Phý?ng Thanh B?nh, H?i Châu, Ðà N?ng",200,3.1,7.5,,,,3,2,,,6.99
"Ðý?ng 12, Phý?ng Tam B?nh, Th? Ð?c, H? Chí Minh",60,4,,Ðông - Nam,,3,4,4,Have certificate,,5.2
"Ðý?ng B?nh H?a 24, Phý?ng B?nh H?a, Thu?n An, B?nh Dýõng",124.3,5,10,Ðông - Nam,,2,8,8,Have certificate,,5.4
"34.12.7 Ðý?ng 34, Phý?ng Linh Ðông, Th? Ð?c, H? Chí Minh",60.7,14,4,Tây,Tây,2,2,3,Have certificate,,2.9
"Ðý?ng Qu?c L? 13, Phý?ng Hi?p B?nh Phý?c, Th? Ð?c, H? Chí Minh",80,4.5,10,,,5,5,5,Have certificate,,7.5
"Phý?ng Yên Ngh?a, Qu?n Hà Ðông, Hà N?i",34,,,,,4,3,4,Have certificate,Basic,3.7
"Ðý?ng Ph?m Vãn Chiêu, Phý?ng 9, G? V?p, H? Chí Minh",111.6,4,6,,,2,5,5,Have certificate,,8.5
"Ðý?ng Tho?i Ng?c H?u, Phý?ng Phú Th?nh, Tân Phú, H? Chí Minh",52,,,,,2,2,3,Have certificate,,5.2
"Ðý?ng V? Tr?ng Ph?ng, Phý?ng Thanh Xuân B?c, Thanh Xuân, Hà N?i",26,4.8,,,,5,4,4,Have certificate,,2.52
"Ðý?ng Mi?u Hai X?, Phý?ng Dý Hàng Kênh, Lê Chân, H?i Ph?ng",71,4.5,,,,1,,,Have certificate,,6.9
"Ðý?ng Lê Vãn Qu?i, Phý?ng B?nh Hýng H?a A, B?nh Tân, H? Chí Minh",64,,5,,,3,4,3,Have certificate,,4.55
"Ðý?ng Phú Th? H?a, Phý?ng Phú Th? H?a, Tân Phú, H? Chí Minh",44,,5,,,5,6,2,Have certificate,Basic,5.9
"Ðý?ng Nguy?n Vãn Huyên, Phý?ng Quan Hoa, C?u Gi?y, Hà N?i",46,5,,,,6,4,5,Have certificate,Full,6.5
"Ðý?ng T?nh L? 10, Phý?ng B?nh Hýng H?a B, B?nh Tân, H? Chí Minh",24,,6,Tây - B?c,Tây - B?c,2,2,2,Have certificate,Basic,2.08
"Th? tr?n Th?nh M?, Huy?n Ðõn Dýõng, Lâm Ð?ng",149,,,,,,3,2,Have certificate,,2.2
"Ðý?ng 32, Th? tr?n Phùng, Ðan Phý?ng, Hà N?i",57,,,,,1,2,1,Have certificate,,2.5
"Phý?ng Hi?p B?nh Phý?c, Th? Ð?c, H? Chí Minh",59,,3,,,2,3,2,Have certificate,Basic,3.6
"D? án Golden Point Ð?ng H?a, Ðý?ng Bùi Vi?n, Phý?ng Ð?ng H?a, Ki?n An, H?i Ph?ng",67.5,5,7,Tây - Nam,Tây - Nam,4,4,4,Sale contract,,5
"D? án NovaWorld Phan Thi?t, Ðý?ng L?c Long Quân, X? Ti?n Thành, Phan Thi?t, B?nh Thu?n",200,,,,,,,,,,5.3
"Ðý?ng Dýõng Bá Tr?c, Phý?ng 1, Qu?n 8, H? Chí Minh",56,7.7,3,,,2,5,3,Sale contract,,5.6
"Ðý?ng T?nh l? 43, Phý?ng B?nh Chi?u, Th? Ð?c, H? Chí Minh",54,,,,,2,2,2,,,2.25
"D? án NovaWorld Phan Thi?t, Ðý?ng L?c Long Quân, X? Ti?n Thành, Phan Thi?t, B?nh Thu?n",160,8,,,,2,3,3,,,4.5
"Ðý?ng Quang Trung, Phý?ng 11, G? V?p, H? Chí Minh",74,,,,,2,,,,,7.5
"Ph? Lê Thanh Ngh?, Phý?ng Baìch Khoa, Hai Bà Trýng, Hà N?i",30,4.5,,,,5,3,,,,4.8
"Ðý?ng Phan Vãn Tr?, Phý?ng 11, B?nh Th?nh, H? Chí Minh",54,,5,,,3,3,3,Have certificate,Basic,3.99
"Ðý?ng Nguy?n Khoái, Phý?ng Thanh Tr?, Hoàng Mai, Hà N?i",35,4,3,,,4,3,,Have certificate,,4.95
"Ðý?ng Th?ch Th? Thanh, Phý?ng Tân Ð?nh, Qu?n 1, H? Chí Minh",62.4,5.2,,,,3,3,4,Have certificate,,5.19
"Ðý?ng Ð? T?n Phong, Phý?ng Tân Ðông Hi?p, D? An, B?nh Dýõng",90.7,,5,,,1,2,1,Have certificate,,2.65
"Ðý?ng Hu?nh Vãn Ngh?, Phý?ng 15, Tân B?nh, H? Chí Minh",46.5,3.5,4,Tây - B?c,,2,3,3,,Full,4.98
"Qu?nh Hoàng, Ðý?ng 351, X? Nam Sõn, An Dýõng, H?i Ph?ng",62,5,12,Tây,Tây,3,3,2,Have certificate,Basic,2.75
"Ðý?ng Nguy?n Lâm, Phý?ng 3, B?nh Th?nh, H? Chí Minh",34,,,,,,1,1,,,3.39
"Ðý?ng Vãn Thánh 1, Phý?ng H?a Hi?p Nam, Liên Chi?u, Ðà N?ng",90,,,,,,1,1,,,2.3
"Ðý?ng Bùi Vãn Ba, Phý?ng Tân Thu?n Ðông, Qu?n 7, H? Chí Minh",76,4.2,7,,,4,4,5,Have certificate,,8.5
"X? Ð?i Thành, Qu?c Oai, Hà N?i",40,,,,,4,4,4,Have certificate,Full,3.1
"Ðý?ng Phan Vãn Ð?nh, Phý?ng H?a Khánh B?c, Liên Chi?u, Ðà N?ng",136,,,,,5,6,4,,,7
"D? án The Crown - Vinhomes Ocean Park 3, X? Ngh?a Tr?, Vãn Giang, Hýng Yên",85,,,,,5,4,4,Have certificate,Full,10
"X? Nam H?ng, Ðông Anh, Hà N?i",81,4.2,15,Nam,,3,4,5,Have certificate,Full,7.5
"Ðý?ng Ng?i C?u, X? An Khánh, Hoài Ð?c, Hà N?i",30,,,B?c,,5,3,4,Have certificate,Basic,3
"X? Ðông La, Hoài Ð?c, Hà N?i",30,,,,,5,3,4,Have certificate,Basic,2.95
"Ðý?ng La Tinh, X? Ðông La, Hoài Ð?c, Hà N?i",30,,,,,5,3,4,Have certificate,Basic,3.7
"D? án Phý?c Long, Ðý?ng V? Vãn Ki?t, Phý?ng Phý?c Long, Nha Trang, Khánh H?a",61.3,,16,,,2,,,Have certificate,Basic,1.58
"107/, Ðý?ng Ni Sý Hu?nh Liên, Phý?ng 10, Tân B?nh, H? Chí Minh",36.5,,3,,,2,2,2,Have certificate,,4.2
"Ph? H?ng Ti?n, Phý?ng Ng?c Lâm, Long Biên, Hà N?i",60,,,,,4,4,3,Have certificate,,4.85
"Ðý?ng Tam Trinh, Phý?ng Yên S?, Hoàng Mai, Hà N?i",60,,,,,5,6,4,Have certificate,,9
"H?m 1135, Ðý?ng Hu?nh T?n Phát, Phý?ng Phú Thu?n, Qu?n 7, H? Chí Minh",55,5,3,,,3,4,5,Have certificate,Full,5.2
"Ðý?ng T? Thanh Oai, X? T? Thanh Oai, Thanh Tr?, Hà N?i",30,5,15,,,5,3,2,Have certificate,Full,5.95
"Ðý?ng Th?nh L?c 41, Phý?ng Th?nh L?c, Qu?n 12, H? Chí Minh",55,5,6,Tây - Nam,Tây - Nam,2,2,2,Have certificate,Full,3.85
"Ðý?ng H?u H?a, X? T? Thanh Oai, Thanh Tr?, Hà N?i",34,,,,,4,,,Have certificate,,4.3
"Ðý?ng  T? Quang B?u, Phý?ng 5, Qu?n 8, H? Chí Minh",40.4,4,4,Ðông - Nam,Ðông - Nam,3,2,3,Have certificate,Full,6.2
"Phý?ng Tân Th?i Nh?t, Qu?n 12, H? Chí Minh",148,,8,,,,,,Have certificate,,6.5
"Ðý?ng Ða S?, Phý?ng Ki?n Hýng, Hà Ðông, Hà N?i",55,,,,,5,,,Have certificate,,5.1
"Ðý?ng Liên khu 8-9, Phý?ng B?nh Hýng H?a A, B?nh Tân, H? Chí Minh",64.4,4,,Ðông - B?c,,,1,1,,,4.7
"D? án Sky Garden V?nh Yên, Ph? 52, Phý?ng Khai Quang, V?nh Yên, V?nh Phúc",82.5,5.5,52,Ðông - B?c,Ðông - B?c,5,4,,Sale contract,,3.45
